TransactionID,Amount,Hour,Distance_from_home_km,Distance_from_last_transaction_km,Ratio_to_median_purchase_price,Used_chip,Used_pin,Online_order,Class
TXN103927,42.27,21,12.1,8.81,0.43,1,1,1,0
TXN105210,16.32,2,8.55,10.19,0.934,1,1,0,0
TXN101310,79.6,13,2.5,2.32,0.614,1,0,0,0
TXN102528,76.99,9,2.51,11.33,1.448,1,1,1,0
TXN109804,63.34,21,2.58,0.07,1.147,1,0,1,0
TXN113062,58.82,12,0.43,3.09,2.106,1,0,1,0
TXN112251,31.38,11,4.26,1.51,0.195,1,1,1,0
TXN111039,10.95,7,10.46,6.01,1.033,1,0,0,0
TXN114066,78.15,18,8.76,9.4,1.275,0,1,0,0
TXN103672,17.5,20,1.42,0.86,1.322,1,1,0,0
TXN110995,23.74,18,9.51,11.65,0.653,1,1,0,0
TXN109908,15.49,17,4.11,10.6,0.327,0,1,0,0
TXN113522,10.09,19,17.6,11.23,0.326,1,0,1,0
TXN113899,1202.87,14,6.22,14.41,1.734,1,1,0,0
TXN105345,50.04,10,6.97,4.88,0.705,1,0,0,0
TXN102662,67.0,10,18.51,13.2,0.94,1,1,1,0
TXN110954,252.33,7,23.36,8.0,1.102,1,0,1,0
TXN100352,24.95,19,2.52,0.02,1.38,1,0,1,0
TXN112852,8.03,21,15.93,2.7,0.815,1,1,1,0
TXN112674,137.16,13,4.18,0.23,1.526,0,1,1,0
TXN102234,71.44,16,14.26,2.65,0.837,0,0,1,0
TXN113602,188.91,6,8.93,4.75,0.069,1,0,0,0
TXN111847,59.54,5,10.29,22.23,1.423,1,1,0,0
TXN104040,51.71,15,4.34,3.2,1.31,1,1,1,0
TXN106123,26.71,20,19.04,13.76,0.725,1,1,1,0
TXN105609,5.7,12,3.87,16.36,0.89,1,1,0,0
TXN103324,32.98,3,27.51,11.84,0.658,0,0,0,0
TXN102309,48.28,16,17.68,3.98,1.544,0,1,1,0
TXN103727,35.38,15,5.15,1.53,0.329,1,1,0,0
TXN107048,130.28,13,15.33,6.16,1.043,1,0,0,0
TXN100385,10.95,12,3.75,3.7,1.434,1,1,0,0
TXN102300,28.63,15,12.06,5.25,1.121,1,0,0,0
TXN113978,6.58,16,7.54,5.38,0.433,1,1,0,0
TXN105754,5.26,9,1.03,2.48,1.995,1,1,1,0
TXN112966,25.23,17,17.82,1.21,0.241,0,1,1,0
TXN100074,60.56,8,2.75,11.82,0.526,1,1,1,0
TXN112886,99.9,16,4.36,4.21,0.886,1,0,1,0
TXN108508,120.89,3,8.6,9.89,0.516,0,1,1,0
TXN105033,242.84,7,5.13,10.64,1.228,1,0,0,0
TXN101468,149.54,11,10.99,5.69,1.32,1,0,1,0
TXN101454,100.81,20,10.65,6.05,0.955,0,1,1,0
TXN109339,1.41,12,13.34,11.63,0.481,1,0,0,0
TXN103087,168.28,14,0.21,5.04,1.355,1,1,1,0
TXN104021,63.72,19,4.67,2.38,2.587,1,0,1,0
TXN101306,171.66,16,3.96,8.16,1.4,1,0,0,0
TXN103810,51.96,11,0.04,6.74,0.439,1,1,0,0
TXN112128,83.1,19,16.42,1.37,0.748,1,1,1,0
TXN108615,57.53,14,2.1,17.05,0.324,1,1,0,0
TXN110563,118.6,9,8.16,2.67,1.986,1,1,0,0
TXN111781,13.19,15,6.17,10.45,1.471,1,0,0,0
TXN114049,357.73,14,12.23,5.31,1.379,1,1,0,0
TXN107260,27.48,2,17.87,8.57,0.647,1,0,0,0
TXN101472,56.69,5,13.07,6.65,0.838,0,1,1,0
TXN105174,85.86,7,11.72,9.53,0.064,0,0,1,0
TXN107353,22.96,18,6.01,4.06,0.434,1,1,1,0
TXN102432,16.77,15,2.76,3.17,0.534,1,0,1,0
TXN102791,114.2,14,15.95,5.82,1.155,0,0,0,0
TXN108478,32.23,16,9.04,0.23,1.306,1,1,0,0
TXN113243,5.85,9,4.89,8.23,1.267,1,1,1,0
TXN112440,89.68,10,15.99,7.2,1.044,1,1,0,0
TXN111029,11.18,14,3.9,6.17,0.921,1,1,0,0
TXN109208,3.35,8,1.07,1.72,1.28,1,1,0,0
TXN104857,62.04,14,10.62,5.98,0.278,1,1,0,0
TXN104573,19.54,21,4.06,10.63,1.517,1,1,0,0
TXN100984,30.21,23,8.21,7.05,1.191,1,1,1,0
TXN112051,13.12,18,21.63,2.24,0.88,1,1,1,0
TXN100262,69.43,16,6.64,3.04,1.502,1,1,0,0
TXN107225,114.29,10,2.27,2.38,0.97,1,1,0,0
TXN100429,53.57,9,26.8,7.27,1.004,1,1,1,0
TXN106110,252.05,5,3.46,0.31,1.521,1,0,0,0
TXN114945,51.53,5,29.15,28.91,2.354,0,0,1,1
TXN101792,25.32,4,16.25,14.94,0.744,0,0,1,0
TXN104115,34.37,2,13.52,14.01,0.982,1,1,1,0
TXN114803,31.32,1,15.87,13.62,2.435,0,0,0,1
TXN102706,20.12,4,15.55,9.01,0.633,0,1,0,0
TXN106692,19.99,10,4.78,4.38,1.285,0,1,0,0
TXN100806,7.81,10,0.49,2.57,1.175,0,1,0,0
TXN105605,38.81,17,17.82,5.97,1.754,1,1,0,0
TXN110963,409.83,1,16.59,8.8,1.347,1,0,0,0
TXN111161,2.88,18,1.87,16.83,0.843,0,1,0,0
TXN111666,19.72,22,12.46,5.57,1.197,1,1,0,0
TXN110227,18.79,11,8.94,0.98,1.106,1,1,0,0
TXN100342,255.7,8,6.98,2.12,1.048,0,1,1,0
TXN104449,85.97,5,13.71,12.07,1.024,1,0,1,0
TXN103974,56.06,1,3.59,1.79,1.347,1,0,0,0
TXN110917,17.86,16,8.0,3.65,0.979,1,1,0,0
TXN112303,51.83,2,0.45,8.01,1.289,1,0,0,0
TXN113214,29.63,19,4.99,18.33,1.653,1,0,0,0
TXN110079,9.7,19,25.7,8.91,1.209,1,1,1,0
TXN109034,25.61,3,22.68,1.25,1.035,1,1,0,0
TXN104905,51.62,16,11.28,8.89,1.245,1,1,1,0
TXN104433,128.43,19,7.08,3.57,1.047,1,1,0,0
TXN108243,32.75,10,10.43,7.95,1.494,1,0,0,0
TXN111611,40.0,4,0.55,1.3,0.997,1,1,0,0
TXN109943,18.31,14,12.01,17.35,1.44,0,0,1,0
TXN103132,13.95,11,9.38,15.83,1.684,0,1,0,0
TXN112159,35.57,11,7.77,1.77,0.117,1,1,0,0
TXN106937,56.67,22,9.53,3.28,1.207,1,1,0,0
TXN103642,134.36,6,5.94,12.25,1.027,0,1,0,0
TXN106538,28.55,14,5.88,2.14,0.753,0,1,1,0
TXN107177,155.09,23,1.86,11.51,1.265,0,0,1,0
TXN109023,53.17,10,3.79,14.65,1.997,1,0,0,0
TXN106591,109.97,13,16.69,8.32,1.635,1,1,1,0
TXN109515,7.97,9,9.03,7.41,1.261,1,0,0,0
TXN108752,85.05,15,13.84,5.84,0.404,1,1,0,0
TXN101855,21.31,16,20.31,4.34,1.244,1,1,1,0
TXN106186,37.12,13,14.93,8.8,0.775,1,0,0,0
TXN104388,184.02,15,17.41,2.91,1.76,0,0,1,0
TXN111627,16.74,7,6.69,7.02,0.719,1,1,0,0
TXN101758,132.9,15,7.84,4.53,0.998,1,0,0,0
TXN101383,36.1,23,2.63,12.11,0.145,0,1,1,0
TXN103424,68.67,10,23.65,1.47,0.456,1,1,0,0
TXN106127,11.6,12,5.34,8.5,0.968,1,0,0,0
TXN108518,21.02,13,18.92,13.15,0.565,0,1,0,0
TXN112718,4.57,13,8.84,0.99,1.393,1,1,0,0
TXN108267,9.56,22,8.73,18.1,0.22,1,1,0,0
TXN100638,36.07,11,12.17,7.61,1.785,1,0,0,0
TXN113567,39.74,14,7.54,6.6,0.911,0,1,0,0
TXN106191,12.71,22,20.64,4.95,0.262,0,1,0,0
TXN112443,5.2,17,14.57,8.61,1.07,0,0,1,0
TXN111416,143.15,7,13.31,2.67,1.059,0,0,1,0
TXN108136,46.56,10,6.6,10.92,1.486,1,1,1,0
TXN110592,40.53,20,19.91,9.33,1.216,1,1,0,0
TXN114436,41.98,18,7.5,10.24,1.495,1,1,0,0
TXN111166,222.04,20,29.12,6.77,0.614,1,1,0,0
TXN103419,82.16,12,9.92,1.49,1.431,1,0,0,0
TXN108005,150.03,7,7.9,10.94,0.503,0,1,0,0
TXN108886,9.38,5,15.55,20.51,0.271,1,0,0,0
TXN100813,10.83,14,0.35,4.0,0.321,1,1,0,0
TXN103545,18.48,0,18.35,3.82,1.006,1,1,0,0
TXN103841,61.42,21,2.04,13.13,0.285,1,1,1,0
TXN110359,77.67,16,2.38,12.63,1.686,1,1,0,0
TXN105919,121.69,12,7.53,4.73,1.127,0,1,0,0
TXN113521,20.1,16,14.54,6.17,0.935,0,0,0,0
TXN104254,9.15,15,6.48,1.88,1.262,1,1,0,0
TXN100746,35.95,18,10.08,3.18,0.818,1,0,0,0
TXN112477,47.81,18,19.35,0.15,1.889,1,0,0,0
TXN103035,31.8,2,16.41,9.53,1.052,1,0,1,0
TXN113479,259.25,11,22.13,3.74,1.761,1,0,0,0
TXN100956,27.37,21,0.98,1.02,0.66,0,1,0,0
TXN105662,41.47,3,23.81,13.25,0.708,1,0,0,0
TXN114454,20.38,2,7.74,14.57,0.907,0,1,0,0
TXN108239,37.67,21,13.42,1.63,1.772,1,1,0,0
TXN109417,82.16,11,1.1,3.31,1.38,1,0,0,0
TXN102006,8.36,17,1.46,5.15,0.942,1,1,0,0
TXN108050,42.95,8,6.58,8.73,0.315,0,1,0,0
TXN107986,12.24,15,15.99,14.45,0.763,1,1,0,0
TXN113792,101.49,13,4.61,1.9,1.267,0,1,0,0
TXN112154,30.04,17,3.23,12.52,0.55,1,1,1,0
TXN104160,47.43,10,6.61,1.22,1.225,1,0,0,0
TXN106993,51.94,22,8.07,5.29,0.022,1,1,0,0
TXN107346,32.15,5,9.51,1.15,2.235,1,0,0,0
TXN105897,98.89,17,9.75,3.31,0.737,0,1,1,0
TXN100986,50.27,11,1.92,10.15,0.813,0,1,0,0
TXN106884,23.57,10,18.58,5.61,1.05,1,1,1,0
TXN108715,27.45,14,2.73,9.52,1.709,1,1,0,0
TXN113242,18.54,0,2.21,1.04,1.44,1,1,1,0
TXN108653,29.76,20,5.6,4.78,0.949,0,1,0,0
TXN103509,33.53,18,14.82,0.76,1.71,0,0,1,0
TXN111856,55.66,5,26.06,7.42,1.301,1,0,0,0
TXN109406,48.84,16,1.53,18.67,1.028,0,1,0,0
TXN107506,5.64,9,5.27,2.17,0.619,1,0,0,0
TXN109610,29.67,21,14.85,0.49,0.223,1,0,0,0
TXN113931,8.53,13,11.3,12.67,0.954,1,1,0,0
TXN113174,20.02,17,8.28,10.81,0.667,1,0,0,0
TXN104030,48.25,4,0.67,7.26,1.649,1,1,0,0
TXN113127,34.08,18,1.13,1.51,0.748,0,0,0,0
TXN113526,30.23,15,14.59,7.87,0.967,1,1,1,0
TXN112597,8.0,15,2.97,10.62,2.822,1,1,0,0
TXN104683,24.81,16,1.55,3.02,0.696,1,0,0,0
TXN108255,57.95,10,18.37,6.04,1.921,1,1,1,0
TXN110536,65.45,10,21.01,3.46,0.84,1,1,0,0
TXN104015,9.78,5,4.82,0.77,0.587,1,0,0,0
TXN111338,116.76,7,5.94,3.26,1.186,0,1,0,0
TXN106498,11.96,13,1.78,6.84,1.097,0,0,1,0
TXN105217,163.71,12,20.59,15.71,1.443,1,0,1,0
TXN108869,67.47,13,9.76,3.12,0.342,1,1,0,0
TXN113309,61.53,22,0.78,1.87,2.027,0,1,0,0
TXN113231,6.54,11,12.92,1.49,1.412,1,0,1,0
TXN102542,28.6,20,6.37,4.25,0.845,1,1,0,0
TXN106594,24.42,14,9.31,13.34,0.866,1,1,0,0
TXN111406,25.3,11,6.99,4.77,0.287,0,0,1,0
TXN100442,34.38,11,23.2,21.2,1.555,0,1,1,0
TXN101554,111.26,9,3.57,4.11,0.564,1,1,0,0
TXN110212,25.91,19,13.62,14.94,1.031,1,1,0,0
TXN110403,41.91,21,2.83,3.7,1.496,1,1,1,0
TXN111802,89.19,12,15.75,10.49,0.218,0,0,1,0
TXN114016,152.15,16,7.35,5.07,0.871,1,1,0,0
TXN107914,17.2,11,0.51,3.31,1.475,1,0,0,0
TXN111688,66.21,17,3.4,2.04,2.112,0,0,0,0
TXN107183,27.93,4,12.8,4.92,1.933,0,1,1,0
TXN105856,21.99,13,2.22,11.82,1.284,0,1,0,0
TXN109411,18.5,17,1.03,18.53,1.254,1,0,0,0
TXN106795,16.76,12,30.29,0.96,1.307,1,0,1,0
TXN113359,30.61,11,9.42,12.92,0.126,1,1,0,0
TXN109039,30.06,18,16.66,0.8,0.835,1,1,1,0
TXN112420,22.47,17,14.71,0.52,1.237,0,1,0,0
TXN111811,26.99,14,3.9,6.98,1.091,0,1,0,0
TXN114733,36.15,5,37.54,16.56,4.151,1,0,1,1
TXN109800,42.0,11,23.98,14.07,2.269,1,1,1,0
TXN111594,43.59,9,6.83,3.29,0.714,1,1,0,0
TXN108335,5.8,17,2.97,3.27,0.629,1,1,1,0
TXN114511,18.74,1,0.83,2.21,0.151,1,1,0,0
TXN102080,29.14,21,18.97,8.43,0.708,1,1,1,0
TXN110542,60.82,15,5.19,9.03,0.06,1,1,0,0
TXN108645,8.42,2,6.84,4.96,1.764,1,0,0,0
TXN104347,42.39,23,23.94,4.96,1.09,0,1,1,0
TXN104476,44.91,11,15.46,11.15,1.072,1,1,0,0
TXN103398,169.55,8,9.4,1.89,0.885,1,0,0,0
TXN113089,14.83,22,14.6,13.39,1.522,1,1,1,0
TXN106458,14.15,17,3.18,0.29,0.059,0,1,0,0
TXN108227,147.9,13,8.32,0.65,2.259,0,1,0,0
TXN106503,40.04,9,20.95,11.4,1.001,0,1,0,0
TXN107680,39.38,15,2.04,7.06,0.933,1,1,0,0
TXN112542,52.5,10,15.81,4.1,0.705,1,1,0,0
TXN111918,136.89,3,12.25,0.09,0.406,1,1,1,0
TXN112270,412.76,5,0.98,1.53,0.908,1,1,1,0
TXN108912,61.3,11,11.14,11.64,0.845,0,0,1,0
TXN105374,19.51,13,0.05,0.07,1.048,0,0,1,0
TXN109111,114.55,8,11.29,1.3,1.289,0,0,0,0
TXN106756,73.22,15,7.4,6.64,1.103,1,1,0,0
TXN101017,84.91,14,3.14,4.8,1.68,1,1,0,0
TXN110370,20.59,12,26.76,5.61,1.224,1,1,0,0
TXN107781,17.33,9,10.02,11.74,1.099,1,1,0,0
TXN103738,42.37,14,6.97,3.48,0.333,1,1,0,0
TXN111993,160.7,15,21.34,5.67,0.11,1,0,0,0
TXN106831,68.91,3,10.72,1.61,1.161,1,1,1,0
TXN100007,20.16,5,28.49,6.64,0.86,0,1,0,0
TXN113885,150.1,18,22.94,4.37,0.922,1,1,1,0
TXN101877,6.36,19,9.25,6.24,1.054,1,1,0,0
TXN102164,21.14,6,0.22,3.26,2.24,1,1,1,0
TXN114729,256.52,0,19.83,13.42,3.138,1,1,0,1
TXN113266,39.71,11,10.41,2.91,0.551,1,1,0,0
TXN109762,4.9,13,2.49,9.56,1.41,1,0,1,0
TXN113550,16.15,15,4.82,9.78,1.567,1,0,0,0
TXN102126,66.42,13,11.45,21.24,0.902,0,1,0,0
TXN105859,138.85,11,0.06,4.95,0.174,1,1,0,0
TXN105484,6.03,12,4.73,6.1,1.504,0,1,1,0
TXN113428,90.21,1,16.49,12.96,1.85,1,0,0,0
TXN106467,52.15,18,15.76,0.2,0.941,1,0,0,0
TXN105778,122.32,5,1.04,1.21,0.362,1,0,0,0
TXN105559,45.39,14,14.32,5.83,1.047,1,1,1,0
TXN108740,43.65,10,4.47,12.3,1.724,1,1,0,0
TXN105020,40.63,10,9.31,17.5,0.485,0,1,1,0
TXN102221,60.22,13,10.29,5.77,0.945,1,1,0,0
TXN100547,11.06,16,2.05,3.28,1.002,0,1,1,0
TXN106879,21.83,9,4.53,4.92,1.712,1,1,0,0
TXN111822,50.8,12,14.51,21.45,0.119,1,1,1,0
TXN105858,27.47,21,16.02,8.78,0.777,1,1,0,0
TXN108851,201.34,15,8.67,2.08,1.143,0,1,1,0
TXN107582,35.37,16,10.05,5.41,0.53,1,0,0,0
TXN109881,86.06,3,4.83,0.7,1.052,1,0,0,0
TXN111046,9.82,8,10.94,10.69,0.451,1,1,0,0
TXN102987,39.26,13,0.19,2.13,0.837,0,0,1,0
TXN107162,32.69,9,10.76,10.18,1.628,1,1,0,0
TXN100052,59.04,16,7.41,5.73,1.284,1,1,1,0
TXN101247,21.42,22,5.61,10.37,1.108,0,0,0,0
TXN110350,57.85,3,4.93,9.23,1.231,1,1,0,0
TXN100237,37.0,12,3.02,1.85,0.505,0,1,1,0
TXN102299,14.44,22,0.88,6.78,1.327,1,1,0,0
TXN108451,337.89,12,5.32,17.39,1.031,1,1,1,0
TXN113035,56.16,3,4.41,0.37,1.045,1,1,1,0
TXN104191,40.89,11,11.29,5.4,1.323,1,1,0,0
TXN114338,292.73,16,15.78,9.99,0.796,1,0,1,0
TXN112333,24.55,11,12.22,11.16,1.778,1,1,1,0
TXN108919,39.14,11,5.11,7.92,1.596,0,0,0,0
TXN111938,26.71,12,1.09,1.62,1.516,1,0,0,0
TXN114633,34.39,20,42.16,7.68,3.56,0,0,1,1
TXN106102,19.18,11,20.29,8.23,0.826,1,1,0,0
TXN100970,12.47,6,15.04,9.19,0.534,1,1,0,0
TXN111240,19.94,8,0.47,9.67,0.845,1,1,1,0
TXN104993,60.8,3,1.6,5.72,1.085,0,1,0,0
TXN103835,138.75,7,5.01,12.21,1.686,0,0,0,0
TXN100952,131.4,20,3.05,7.16,1.143,1,1,0,0
TXN100817,26.84,15,24.93,6.23,1.715,1,1,1,0
TXN112036,4.34,7,5.25,1.64,0.004,1,0,0,0
TXN100190,76.03,19,12.34,3.14,1.465,1,1,0,0
TXN110723,42.04,7,2.12,8.84,2.08,1,1,0,0
TXN101751,198.95,5,3.96,2.63,2.181,1,0,0,0
TXN101018,26.9,20,12.12,4.77,1.282,0,1,1,0
TXN110454,9.88,15,13.46,6.84,0.737,1,1,0,0
TXN106350,7.09,16,14.54,1.5,1.551,1,1,0,0
TXN105800,110.02,1,15.72,7.93,0.314,0,1,1,0
TXN107423,38.63,20,19.38,14.37,1.562,1,0,0,0
TXN111989,62.44,3,22.78,6.27,0.859,1,1,0,0
TXN106841,155.71,12,10.18,11.94,0.191,0,1,1,0
TXN113975,169.44,6,10.65,1.7,1.512,1,1,1,0
TXN103505,28.05,12,20.94,10.43,1.155,1,1,0,0
TXN104858,78.56,12,2.65,0.1,0.742,1,0,1,0
TXN100502,14.07,1,20.36,15.32,1.059,1,1,0,0
TXN107538,19.77,12,14.53,7.94,0.974,1,1,1,0
TXN106512,90.18,18,6.99,13.95,0.143,0,0,0,0
TXN100681,68.17,17,5.39,3.09,0.605,1,0,1,0
TXN112873,14.97,11,7.34,12.49,2.627,1,0,0,0
TXN114678,435.83,6,55.59,7.96,1.643,0,1,1,1
TXN111816,22.94,13,24.95,21.29,1.341,1,0,0,0
TXN111855,36.08,17,15.39,3.27,0.424,0,0,1,0
TXN107794,5.65,17,17.63,7.82,2.433,0,1,1,0
TXN102953,8.64,9,8.67,10.13,1.654,1,0,0,0
TXN114299,21.01,13,3.26,4.45,1.657,1,1,1,0
TXN113753,19.36,8,17.47,9.63,0.861,1,1,0,0
TXN112056,59.17,12,2.18,9.31,0.755,0,1,0,0
TXN104519,100.92,19,5.28,2.36,2.663,1,0,0,0
TXN109637,10.55,13,18.28,5.14,1.289,1,1,1,0
TXN110761,11.68,11,5.16,16.33,0.855,1,1,0,0
TXN104145,115.32,1,2.69,0.98,1.266,1,1,1,0
TXN106300,61.58,21,8.8,4.43,0.562,1,1,0,0
TXN101484,38.01,23,22.11,13.59,1.001,0,1,0,0
TXN100127,19.22,14,10.51,8.92,1.662,1,1,0,0
TXN109458,22.65,17,12.51,2.86,0.699,1,1,0,0
TXN105129,40.47,17,5.72,2.71,1.756,1,1,0,0
TXN106440,17.9,23,18.28,2.68,1.964,1,1,0,0
TXN110340,49.73,7,11.24,3.14,1.326,1,1,0,0
TXN106101,58.51,1,9.21,13.71,0.862,0,1,0,0
TXN103187,12.62,6,12.31,4.58,0.687,1,0,0,0
TXN103880,16.36,3,3.65,9.33,1.624,1,1,1,0
TXN106612,207.58,7,1.53,17.15,0.707,0,1,0,0
TXN110928,18.9,7,8.28,2.62,1.831,0,1,0,0
TXN102327,20.88,9,2.46,0.79,0.947,0,1,0,0
TXN101870,15.75,6,13.02,1.61,1.856,0,1,0,0
TXN108102,9.94,4,13.27,2.65,0.525,0,0,1,0
TXN112827,68.96,17,14.52,7.03,0.334,1,1,1,0
TXN101284,18.63,12,8.03,7.46,0.677,0,1,1,0
TXN102551,150.29,5,14.32,9.6,0.456,0,1,0,0
TXN110414,13.43,16,13.43,10.33,0.616,1,1,0,0
TXN105041,51.68,10,26.54,2.72,1.008,1,0,0,0
TXN103586,170.88,17,0.97,0.94,1.547,1,1,0,0
TXN103554,209.19,10,0.69,6.5,1.6,1,1,0,0
TXN112862,3.93,15,2.74,0.26,1.071,0,1,0,0
TXN111538,13.3,18,2.61,6.92,2.13,1,1,1,0
TXN104214,58.07,11,0.4,12.4,1.381,0,1,0,0
TXN111708,81.4,22,0.51,14.56,1.82,1,0,0,0
TXN108978,49.61,9,14.33,8.7,0.87,1,1,1,0
TXN107555,14.6,17,1.01,15.95,0.622,1,1,0,0
TXN107915,56.35,12,2.35,4.42,0.551,0,0,0,0
TXN109418,28.04,16,2.33,0.9,1.185,1,1,0,0
TXN110768,23.28,5,4.12,14.61,0.347,1,0,0,0
TXN106234,62.96,10,5.67,3.15,0.504,1,1,0,0
TXN100109,11.56,11,3.52,6.41,1.227,0,1,0,0
TXN114280,66.14,19,3.07,6.62,0.121,1,1,0,0
TXN113071,11.9,11,10.83,17.8,1.101,0,1,0,0
TXN106333,8.68,17,10.55,2.73,1.496,1,1,0,0
TXN106545,24.29,22,17.19,3.34,1.513,1,1,1,0
TXN110398,126.52,8,8.48,10.65,1.591,1,0,0,0
TXN108133,44.88,17,16.39,6.98,0.61,1,1,0,0
TXN106589,28.97,8,11.15,15.35,1.362,1,1,0,0
TXN100556,9.04,8,26.82,3.51,0.665,1,1,0,0
TXN110811,40.21,13,9.99,3.48,1.087,0,0,0,0
TXN114621,13.42,1,11.66,14.4,1.56,0,0,0,0
TXN109310,58.98,14,5.66,2.55,1.24,0,1,0,0
TXN101101,139.62,15,7.4,8.27,1.774,0,1,0,0
TXN112502,80.68,13,16.12,3.27,0.949,0,0,1,0
TXN104874,25.74,23,3.25,11.37,1.087,0,1,0,0
TXN105646,46.16,12,3.19,4.69,2.168,1,0,1,0
TXN102240,62.77,13,2.14,11.31,1.347,0,1,0,0
TXN108501,18.75,15,16.89,6.2,0.957,1,1,1,0
TXN107694,61.34,8,25.35,2.09,0.413,1,0,0,0
TXN107498,29.31,19,18.47,3.86,0.89,0,1,0,0
TXN109352,15.25,12,14.48,6.73,0.958,1,0,1,0
TXN114364,17.72,8,10.08,15.37,0.49,0,0,1,0
TXN104314,111.43,0,8.32,9.63,0.244,1,0,1,0
TXN103708,81.44,5,7.95,8.89,0.299,1,0,0,0
TXN112716,12.63,9,0.39,0.48,0.152,1,1,0,0
TXN114482,42.15,10,23.62,11.05,0.559,0,1,0,0
TXN100712,19.8,16,14.51,4.05,0.133,1,0,0,0
TXN104527,132.96,18,8.37,6.16,1.709,1,1,0,0
TXN112624,2.44,16,1.55,1.1,1.109,0,1,0,0
TXN112112,104.54,22,11.72,0.96,1.175,1,1,0,0
TXN104104,8.3,21,11.74,0.56,0.607,1,1,0,0
TXN114395,17.52,22,25.91,3.11,0.964,1,1,0,0
TXN101220,21.26,15,8.88,2.16,1.228,1,0,0,0
TXN103353,18.22,14,8.18,0.77,1.569,1,1,1,0
TXN108764,11.75,11,0.23,11.96,0.918,1,1,0,0
TXN112883,20.9,16,3.75,7.71,2.373,1,1,1,0
TXN112219,32.47,17,13.92,12.78,0.842,1,0,0,0
TXN114101,116.91,23,26.9,16.79,1.234,1,1,0,0
TXN109663,161.74,8,13.8,7.56,1.065,0,1,1,0
TXN108556,14.96,18,17.69,1.38,1.53,0,1,1,0
TXN114223,14.26,20,14.9,2.4,1.517,1,1,1,0
TXN114247,23.74,10,3.27,0.19,1.42,1,1,1,0
TXN108708,183.23,10,10.46,1.84,0.845,1,0,0,0
TXN109779,8.71,19,4.65,0.91,0.345,1,0,0,0
TXN114056,25.96,16,4.94,2.08,0.482,1,0,0,0
TXN102015,88.49,12,3.23,14.07,2.036,1,0,0,0
TXN102806,12.48,2,3.77,0.78,1.226,1,1,0,0
TXN106416,27.81,14,0.03,0.61,0.919,0,1,0,0
TXN114246,126.73,21,20.81,10.86,1.078,1,1,0,0
TXN109854,16.28,10,9.85,13.42,0.665,1,1,0,0
TXN107906,22.06,9,6.36,2.3,0.368,1,1,0,0
TXN102187,17.87,11,3.61,17.55,1.753,1,1,0,0
TXN106913,29.33,20,0.32,12.17,0.075,1,1,1,0
TXN105312,12.32,18,3.97,0.95,1.763,1,1,1,0
TXN103939,43.1,11,16.74,3.6,1.904,1,1,0,0
TXN111506,46.18,23,20.01,3.91,0.796,1,1,0,0
TXN105428,32.65,7,21.0,8.02,1.805,1,1,0,0
TXN102833,12.81,14,6.33,8.9,1.265,0,0,0,0
TXN100674,41.11,13,5.2,2.11,1.559,0,1,0,0
TXN109011,22.27,23,5.76,15.17,0.675,1,0,1,0
TXN112063,74.12,7,5.67,2.92,1.816,1,0,0,0
TXN108623,16.5,15,9.13,10.1,0.245,0,1,0,0
TXN114664,29.76,22,48.98,28.35,2.843,1,0,0,1
TXN102729,26.9,7,4.11,9.96,1.016,1,1,0,0
TXN105164,11.95,16,14.38,0.66,1.479,0,0,1,0
TXN105869,8.15,4,3.33,2.66,1.306,1,1,0,0
TXN110395,14.96,18,11.9,4.6,1.061,1,1,1,0
TXN108505,48.39,14,8.73,0.89,0.237,1,1,0,0
TXN114009,72.62,17,12.93,9.22,0.333,1,1,0,0
TXN102988,556.87,17,6.15,6.02,1.719,0,1,0,0
TXN109018,5.19,18,11.79,4.93,1.272,0,1,0,0
TXN111937,72.78,14,8.94,8.57,1.992,0,1,1,0
TXN108252,971.18,18,0.7,6.08,1.345,1,1,0,0
TXN106339,36.28,12,0.8,5.46,0.575,1,1,0,0
TXN106058,24.1,7,6.88,20.18,0.861,1,1,1,0
TXN100682,116.28,16,7.98,4.57,0.454,1,1,0,0
TXN110973,47.49,19,8.56,6.08,1.761,1,1,1,0
TXN114595,7.46,19,10.34,12.37,1.611,1,1,1,0
TXN110516,27.3,21,10.7,4.86,0.891,1,1,0,0
TXN103484,21.61,13,16.53,6.46,1.105,1,1,1,0
TXN108491,48.57,16,8.35,0.7,1.773,1,1,1,0
TXN106386,78.62,11,3.63,4.5,0.724,1,0,0,0
TXN110960,36.62,22,9.8,4.53,0.474,1,1,1,0
TXN101152,35.8,20,2.57,1.87,1.742,1,0,0,0
TXN100889,30.75,20,16.26,10.69,0.417,0,1,0,0
TXN113232,13.45,17,19.66,2.63,0.816,1,1,0,0
TXN110248,47.28,23,4.76,9.55,1.407,0,0,0,0
TXN107142,28.44,1,8.1,4.21,2.021,0,0,1,0
TXN109527,23.31,13,7.44,8.72,1.598,0,1,1,0
TXN107127,47.32,21,7.3,1.48,0.643,1,1,0,0
TXN105957,35.9,14,0.74,4.7,0.782,1,1,0,0
TXN108836,46.0,17,3.42,4.4,2.593,1,1,0,0
TXN110513,66.43,7,5.24,4.87,1.205,1,1,0,0
TXN105982,26.48,13,2.3,17.88,0.936,1,1,0,0
TXN100526,70.07,5,9.63,5.98,0.565,1,0,1,0
TXN114597,6.15,18,8.04,0.46,0.042,1,0,0,0
TXN112794,30.82,9,2.14,1.54,1.446,1,1,0,0
